id,gender,monetary,recency,frequency,duration,purchase
13725,F,98,4,2,6,0
13726,M,32,14,1,14,0
13727,F,37,10,1,10,0
13728,F,249,4,2,8,0
13729,F,233,12,7,28,0
13730,F,185,14,1,14,0
13731,F,148,28,3,40,0
13732,F,290,16,1,16,0
13733,F,245,10,2,12,0
13734,F,303,14,2,18,0
13735,F,316,10,7,46,0
13736,F,57,18,2,24,0
13737,F,273,16,10,70,0
13738,M,338,16,5,28,1
13739,F,43,2,2,4,1
13740,F,214,14,2,20,0
13741,F,36,12,1,12,0
13742,F,289,4,6,28,1
13743,F,87,2,1,2,0
13744,F,174,12,1,12,0
13745,F,81,6,2,10,0
13746,F,222,6,2,10,0
13747,F,94,8,3,26,0
13748,F,272,12,1,12,0
13749,M,318,10,12,38,0
13750,F,307,10,8,28,0
13751,F,273,2,1,2,0
13752,F,112,34,1,34,0
13753,F,135,22,2,24,0
13754,F,279,20,11,74,0
13755,F,226,12,1,12,0
13756,F,159,14,1,14,0
13757,M,285,8,1,8,1
13758,M,62,4,1,4,0
13759,M,226,14,2,22,0
13760,M,259,14,7,34,1
13761,F,190,10,11,48,0
13762,F,370,4,8,38,0
13763,F,175,22,9,54,0
13764,F,272,12,1,12,1
13765,F,268,12,2,18,0
13766,F,136,2,5,16,0
13767,M,203,12,1,12,1
13768,F,325,4,2,10,0
13769,F,316,36,2,40,0
13770,F,87,6,1,6,0
13771,F,217,6,1,6,0
13772,M,114,4,1,4,0
13773,F,266,24,7,44,0
13774,M,412,2,11,28,0
13775,F,121,4,1,4,0
13776,F,196,16,4,36,0
13777,F,323,4,10,32,0
13778,F,369,10,8,50,0
13779,F,193,12,1,12,0
13780,F,93,8,2,12,0
13781,F,99,10,1,10,0
13782,F,224,2,6,18,0
13783,F,274,8,1,8,1
13784,F,80,4,1,4,0
13785,F,83,18,2,24,0
13786,F,214,14,1,14,0
13787,M,21,12,1,12,0
13788,M,257,20,6,38,1
13789,F,218,30,5,48,0
13790,F,208,6,6,40,0
13791,F,153,8,2,16,0
13792,F,245,16,10,48,0
13793,M,284,18,7,44,0
13794,F,178,4,2,12,0
13795,F,328,16,2,20,0
13796,F,38,14,2,18,0
13797,M,305,8,2,16,0
13798,F,270,6,12,76,0
13799,F,430,14,10,38,0
13800,F,125,16,2,18,1
13801,M,287,2,1,2,0
13802,M,117,12,4,22,0
13803,F,178,16,1,16,0
13804,F,262,10,1,10,1
13805,F,227,10,10,44,0
13806,M,267,14,1,14,0
13807,M,152,18,1,18,0
13808,F,230,30,2,34,0
13809,F,169,4,9,32,0
13810,F,39,16,2,22,0
13811,F,311,32,12,60,0
13812,F,110,2,2,8,0
13813,F,70,18,3,28,0
13814,F,109,6,1,6,0
13815,M,134,20,1,20,0
13816,F,156,24,2,28,0
13817,F,377,6,12,34,1
13818,M,97,16,6,42,1
13819,F,294,16,3,22,0
13820,M,240,30,2,38,0
13821,F,366,4,7,24,0
13822,M,35,6,2,10,0
13823,F,242,16,12,80,0
13824,F,258,16,4,30,0
13825,F,28,12,1,12,0
13826,F,226,22,1,22,0
13827,M,159,2,2,10,0
13828,F,391,16,12,40,0
13829,M,215,8,1,8,0
13830,F,251,14,3,30,0
13831,F,100,8,1,8,0
13832,F,343,8,8,54,0
13833,F,331,6,7,34,0
13834,F,295,10,2,18,0
13835,F,228,14,2,18,0
13836,M,230,2,2,4,0
13837,F,218,10,3,24,0
13838,M,34,4,2,10,0
13839,F,286,32,2,38,0
13840,F,32,12,2,18,0
13841,F,80,14,1,14,1
13842,F,140,12,4,34,0
13843,M,243,12,9,52,1
13844,F,120,4,2,6,1
13845,F,150,30,1,30,0
13846,F,437,2,11,24,0
13847,F,401,2,8,36,0
13848,F,336,16,7,52,0
13849,F,255,12,2,18,0
13850,F,126,26,1,26,0
13851,M,138,10,1,10,0
13852,F,182,14,8,52,0
13853,F,102,28,1,28,0
13854,F,280,6,11,66,1
13855,F,213,28,3,34,0
13856,F,394,8,11,72,0
13857,M,90,2,2,8,0
13858,F,256,2,1,2,0
13859,F,91,10,4,20,0
13860,M,66,10,2,12,0
13861,M,94,4,1,4,0
13862,F,220,14,3,30,0
13863,M,29,16,1,16,0
13864,F,216,2,1,2,1
13865,M,316,26,2,32,0
13866,M,142,10,1,10,0
13867,F,215,6,7,28,0
13868,M,399,8,10,54,0
13869,F,191,4,2,10,0
13870,M,325,6,2,12,0
13871,F,257,16,2,24,0
13872,F,188,6,2,12,0
13873,F,132,28,2,30,0
13874,F,53,20,1,20,0
13875,F,48,32,1,32,0
13876,M,51,24,1,24,0
13877,M,159,16,2,18,0
13878,F,247,2,4,22,0
13879,F,216,10,1,10,1
13880,F,138,28,2,30,0
13881,F,300,10,5,20,0
13882,F,223,4,7,22,0
13883,F,91,10,2,18,0
13884,F,192,14,10,46,0
13885,M,142,14,2,18,0
13886,F,215,2,2,4,0
13887,F,419,10,11,70,0
13888,F,113,16,1,16,0
13889,F,189,4,1,4,0
13890,F,392,14,11,62,0
13891,F,312,6,2,8,0
13892,M,53,2,1,2,1
13893,M,352,16,7,56,1
13894,F,214,10,8,50,0
13895,M,384,10,6,32,0
13896,F,243,2,4,16,0
13897,F,127,12,4,32,0
13898,F,164,12,1,12,0
13899,M,58,16,1,16,0
13900,F,99,16,1,16,0
13901,F,306,12,2,16,0
13902,M,282,2,11,50,0
13903,F,20,20,1,20,0
13904,F,225,14,5,38,0
13905,F,423,8,11,34,0
13906,F,70,34,2,38,0
13907,F,214,30,2,34,0
13908,M,285,12,1,12,0
13909,M,249,14,1,14,0
13910,F,250,24,2,28,0
13911,M,101,12,3,26,0
13912,M,297,30,7,62,0
13913,F,176,20,1,20,0
13914,F,78,16,1,16,0
13915,M,83,18,1,18,0
13916,M,262,10,6,32,0
13917,F,328,4,6,38,1
13918,M,39,26,1,26,1
13919,M,139,12,2,20,1
13920,F,221,2,1,2,0
13921,F,154,14,8,32,1
13922,M,256,4,2,8,1
13923,M,349,12,6,40,0
13924,F,67,34,2,38,0
13925,M,271,16,3,26,0
13926,F,60,6,1,6,0
13927,F,366,10,12,70,0
13928,F,248,14,1,14,1
13929,F,211,12,1,12,0
13930,F,307,8,2,10,0
13931,F,102,14,1,14,0
13932,F,146,16,2,22,0
13933,F,168,4,3,16,0
13934,F,258,6,3,20,0
13935,F,310,12,2,14,0
13936,F,300,14,1,14,0
13937,M,262,10,12,34,0
13938,F,310,10,9,38,1
13939,F,287,8,2,14,0
13940,F,150,4,9,22,0
13941,F,163,16,10,40,0
13942,M,183,10,2,16,0
13943,F,198,8,2,12,0
13944,F,190,16,2,20,0
13945,F,90,16,1,16,0
13946,M,51,12,2,16,0
13947,F,195,16,6,52,0
13948,F,203,14,2,20,0
13949,F,298,26,2,32,0
13950,F,143,24,4,40,0
13951,F,20,26,1,26,0
13952,M,172,8,2,14,1
13953,F,40,10,2,18,0
13954,F,284,14,2,22,0
13955,F,75,10,1,10,0
13956,M,89,4,2,8,0
13957,M,35,14,1,14,0
13958,F,296,16,4,28,0
13959,F,180,16,2,24,0
13960,F,305,14,2,18,0
13961,F,182,14,1,14,0
13962,F,254,10,2,12,1
13963,M,120,10,5,22,0
13964,F,32,16,1,16,0
13965,F,104,8,2,12,0
13966,F,122,4,1,4,0
13967,M,385,12,9,46,0
13968,F,109,32,2,38,0
13969,F,216,16,8,50,0
13970,F,241,16,1,16,0
13971,M,219,28,12,88,0
13972,F,314,12,2,14,0
13973,M,314,10,1,10,0
13974,F,283,14,9,58,0
13975,F,198,16,5,34,0
13976,F,252,8,2,12,0
13977,F,137,12,1,12,0
13978,F,142,16,6,46,0
13979,F,220,24,1,24,0
13980,M,94,14,3,22,0
13981,F,289,4,2,12,0
13982,F,54,10,1,10,0
13983,M,224,6,2,10,0
13984,F,356,12,4,26,0
13985,M,321,36,7,74,0
13986,F,278,20,1,20,0
13987,M,175,4,1,4,0
13988,F,47,12,2,18,0
13989,F,203,16,2,24,0
13990,M,66,2,2,4,0
13991,M,205,2,2,8,0
13992,F,122,16,6,40,0
13993,F,191,24,12,64,0
13994,F,224,6,3,16,0
13995,F,214,32,5,48,0
13996,F,274,8,2,10,0
13997,M,214,10,2,12,0
13998,F,33,12,2,14,0
13999,F,259,10,1,10,0
14000,M,245,2,1,2,0
14001,F,311,26,1,26,0
